objectcode,objectdescription,recologyid,roadwayid,roadwaydescription,cantype,cancolor,streetcorner,onstreet,fromstreet,installeddate,removeddate,latitude,longitude,globalid,objectid,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
CAN-2233146,490 WEST PORTAL AVE,10512233146,13580201,WEST PORTAL AVE: 15TH AVE - JUNIPERO SERRA BLVD \ PORTOL,RENAISSANCE / METAL,,,WEST PORTAL AVE,15TH AVE,1992/02/20 12:00:00 AM,,37.735591,-122.471718,2a37a377-1f7a-4618-8131-101f93db22a6,438,POINT (-122.471718 37.735591),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6911309,2701 JUDAH ST,10516911309,7667000,JUDAH ST: 32ND AVE - 33RD AVE,RENAISSANCE / METAL,,,JUDAH ST,32ND AVE,2024/12/13 12:00:00 AM,,37.760939,-122.491089,2a4912d0-c486-453e-82db-f919ed31d32b,1283,POINT (-122.491089 37.760939),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1091644,2401 WEBSTER ST,10011091644,13549000,WEBSTER ST: JACKSON ST - BROMLEY PL,RENAISSANCE / METAL,,,WEBSTER ST,JACKSON ST,2014/12/01 12:00:00 AM,,37.792685,-122.432989,cb398429-4f02-46f0-ab48-771f8a44701a,115,POINT (-122.432989 37.792685),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5842471,2601 SUTTER ST,10515842471,12345000,SUTTER ST: BAKER ST - LYON ST,RENAISSANCE / METAL,,,SUTTER ST,BAKER ST,2016/02/26 12:00:00 AM,,37.784669,-122.443428,fa6423ba-3d8e-43a2-9b97-349d13b0eea5,874,POINT (-122.443428 37.784669),Presidio Heights,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1381029,1002 KEARNY ST,10011381029,7763000,KEARNY ST: PACIFIC AVE - NOTTINGHAM PL,RENAISSANCE / METAL,,,KEARNY ST,PACIFIC AVE,2024/12/13 12:00:00 AM,,37.797145,-122.405259,f120238b-bff3-47ed-bcbd-12ac46e6d8c8,388,POINT (-122.405259 37.797145),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-628966,1203 POLK ST,1001628966,10565000,POLK ST: SUTTER ST - FERN ST,RENAISSANCE / METAL,,,POLK ST,SUTTER ST,2000/09/25 12:00:00 AM,,37.787894,-122.420282,216adf39-1b9c-47ff-986b-9e1cb9842792,1050,POINT (-122.420282 37.787894),Nob Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6194757,251 LELAND AVE,10516194757,8296000,LELAND AVE: RUTLAND ST - CORA ST,RENAISSANCE / METAL,,,LELAND AVE,RUTLAND ST,2019/01/10 12:00:00 AM,,37.712401,-122.409085,eaed4f1e-b841-47c2-ae81-7eaae0ff4638,1012,POINT (-122.409085 37.712401),Visitacion Valley,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1110154,999 NORTH POINT ST,10011110154,9696000,NORTH POINT ST: LARKIN ST - POLK ST,RENAISSANCE / METAL,,,NORTH POINT ST,LARKIN ST,2015/06/01 12:00:00 AM,,37.805239,-122.423595,c3ded0d3-4f92-46b7-a181-0c7194a0290a,130,POINT (-122.423595 37.805239),Russian Hill,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-604546,3299 FILLMORE ST,1001604546,5566000,FILLMORE ST: MOULTON ST - LOMBARD ST,CEMENT / CONCRETE,,,FILLMORE ST,MOULTON ST,2000/01/01 12:00:00 AM,,37.799822,-122.436112,78d4b164-86ba-4ee8-ba5b-3e8b0abd15a3,941,POINT (-122.436112 37.799822),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-754226,695 COLUMBUS AVE,1001754226,4297000,COLUMBUS AVE: POWELL ST - FILBERT ST \ VIA BUFANO,RENAISSANCE / METAL,,,COLUMBUS AVE,POWELL ST,2003/09/01 12:00:00 AM,,37.801051,-122.411375,4596a5b8-53cb-4ab4-89f9-93b3d092ae86,1353,POINT (-122.411375 37.801051),Chinatown,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-637561,1901 UNION ST,1001637561,12868000,UNION ST: LAGUNA ST - CHARLTON CT,RENAISSANCE / METAL,,,UNION ST,LAGUNA ST,2000/12/01 12:00:00 AM,,37.79757,-122.430719,e7848d4a-76a4-4e38-8f67-64a16642edd3,1116,POINT (-122.430719 37.79757),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1167790,2501 OCEAN AVE,10511167790,9847000,OCEAN AVE: JUNIPERO SERRA BLVD - WOODACRE DR,RENAISSANCE / METAL,,,OCEAN AVE,JUNIPERO SERRA BLVD,1988/01/01 12:00:00 AM,,37.731217,-122.472632,3dcd5dc8-4339-4993-8d22-d94028164aca,160,POINT (-122.472632 37.731217),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3143179,2830 25TH ST,10513143179,1423000,25TH ST: CESAR CHAVEZ ON RAMP \ POTRE - HAMPSHIRE ST,RENAISSANCE / METAL,,,25TH ST,CESAR CHAVEZ ON RAMP \ POTRERO AVE,1997/09/22 12:00:00 AM,,37.75138,-122.406892,97aa16e0-bdba-45f8-b937-1a45ac0b1108,508,POINT (-122.406892 37.75138),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-805184,3218 FOLSOM ST,1051805184,5704000,FOLSOM ST: BESSIE ST \ PRECITA AVE - STONEMAN ST,CEMENT / CONCRETE,,,FOLSOM ST,BESSIE ST \ PRECITA AVE,1988/01/01 12:00:00 AM,,37.746715,-122.413726,87658680-54de-4802-8ae2-192bcc265ec8,1363,POINT (-122.413726 37.746715),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6780647,1811 19TH AVE,10516780647,915201,19TH AVE: NORIEGA ST - ORTEGA ST,RENAISSANCE / METAL,,,19TH AVE,NORIEGA ST,2023/10/13 12:00:00 AM,,37.753946,-122.476592,950fc0ed-09d9-43ee-a0a4-10532e4c7f0f,1260,POINT (-122.476592 37.753946),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-621441,80 MISSION ST,1001621441,9083000,MISSION ST: STEUART ST - SPEAR ST,RENAISSANCE / METAL,,,MISSION ST,STEUART ST,2000/01/01 12:00:00 AM,,37.792786,-122.393842,5bc60a69-1938-418e-820b-24b58bf4d23a,1018,POINT (-122.393842 37.792786),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3719036,2455 NORIEGA ST,10513719036,9665000,NORIEGA ST: 31ST AVE - 32ND AVE,RENAISSANCE / METAL,,,NORIEGA ST,31ST AVE,2001/05/01 12:00:00 AM,,37.753477,-122.490215,20fee657-663d-49e9-9f32-58cdae180c1d,575,POINT (-122.490215 37.753477),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1346501,490 LOMBARD ST,10011346501,8438000,LOMBARD ST: GRANT AVE - STOCKTON ST,RENAISSANCE / METAL,,,LOMBARD ST,GRANT AVE,2023/09/07 12:00:00 AM,,37.803371,-122.409535,84461c87-5374-46f9-bc43-32534baaa1ec,349,POINT (-122.409535 37.803371),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-657817,2955 CLEMENT ST,1051657817,4180000,CLEMENT ST: 30TH AVE - 31ST AVE,RENAISSANCE / METAL,,,CLEMENT ST,30TH AVE,1989/02/02 12:00:00 AM,,37.781694,-122.490812,39666922-cb11-4173-bf2e-fa548fa893b5,1189,POINT (-122.490812 37.781694),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1110436,601 MARKET ST,10011110436,8743101,MARKET ST: 02ND ST - MONTGOMERY ST \ NEW MONTGOME,BIG BELLY,,,MARKET ST,02ND ST,2015/06/24 12:00:00 AM,,37.789011,-122.401371,41fef3b2-bfb3-4dd5-b14c-b226ff5ab210,132,POINT (-122.401371 37.789011),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1308048,2700 VAN NESS AVE,10011308048,13169201,VAN NESS AVE: GREENWICH ST - LOMBARD ST,RENAISSANCE / METAL,,,VAN NESS AVE,GREENWICH ST,2022/03/08 12:00:00 AM,,37.800685,-122.424156,643734ff-7b3f-47fb-bcb2-70f8560498d1,293,POINT (-122.424156 37.800685),Russian Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4421459,4502 03RD ST,10514421459,209201,03RD ST: LA SALLE AVE - MCKINNON AVE,RENAISSANCE / METAL,,,03RD ST,LA SALLE AVE,2005/07/25 12:00:00 AM,,37.737156,-122.390156,5f1b5f89-7147-4e41-bc08-28874b8e68f7,614,POINT (-122.390156 37.737156),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1340355,198 KEARNY ST,10011340355,7750000,KEARNY ST: VER MEHR PL - SUTTER ST,RENAISSANCE / METAL,,,KEARNY ST,VER MEHR PL,2023/07/11 12:00:00 AM,,37.789824,-122.40377,7dec252b-1b3c-483d-a110-a76b6df0b4e5,341,POINT (-122.40377 37.789824),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-565747,2 FREMONT ST,1001565747,5860000,FREMONT ST: FRONT ST \ MARKET ST - MISSION ST,RENAISSANCE / METAL,,,FREMONT ST,FRONT ST \ MARKET ST,1999/08/01 12:00:00 AM,,37.79164,-122.398266,875637f9-43a9-48e1-abf0-f60930aab3bd,757,POINT (-122.398266 37.79164),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3251030,2793 16TH ST,10513251030,720000,16TH ST: HARRISON ST \ TREAT AVE - FOLSOM ST,RENAISSANCE / METAL,,,16TH ST,HARRISON ST \ TREAT AVE,1998/05/14 12:00:00 AM,,37.765285,-122.415112,820787cd-84ab-4f8c-a9c1-ce3fb57c069e,518,POINT (-122.415112 37.765285),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-603738,2105 CHESTNUT ST,1001603738,3979000,CHESTNUT ST: STEINER ST - PIERCE ST,BIG BELLY,,,CHESTNUT ST,STEINER ST,2000/01/01 12:00:00 AM,,37.800269,-122.438302,0b51589e-09b2-490d-b2fe-0db5bfdcdcab,930,POINT (-122.438302 37.800269),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4421400,4699 03RD ST,10514421400,210101,03RD ST: MCKINNON AVE - NEWCOMB AVE,RENAISSANCE / METAL,,,03RD ST,MCKINNON AVE,2005/07/25 12:00:00 AM,,37.735747,-122.390142,ea07b4de-42c0-48b9-9207-ce34b757b31c,613,POINT (-122.390142 37.735747),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1042456,202 ELLIS ST,10011042456,5172000,ELLIS ST: MASON ST - TAYLOR ST,BIG BELLY,,,ELLIS ST,MASON ST,2013/05/01 12:00:00 AM,,37.785327,-122.409589,692ae37d-216a-4150-8a8d-c3285e7a454c,59,POINT (-122.409589 37.785327),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5762133,115 COLLEGE AVE,10515762133,4263000,COLLEGE AVE: SAINT MARYS AVE - CRESCENT AVE \ MISSION ST,CEMENT / CONCRETE,,,COLLEGE AVE,SAINT MARYS AVE,2015/05/28 12:00:00 AM,,37.735534,-122.426935,d05ca77c-8c61-4ec0-9f41-09b47e2e60af,849,POINT (-122.426935 37.735534),Bernal Heights,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-41111,1395 09TH AVE,105141111,432000,09TH AVE: IRVING ST - JUDAH ST,RENAISSANCE / METAL,,,09TH AVE,IRVING ST,1988/01/01 12:00:00 AM,,37.762378,-122.466333,e39ffa1e-089e-4fbb-b334-3c4b6c89f0c4,592,POINT (-122.466333 37.762378),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5707906,900 EDDY ST,10515707906,5067000,EDDY ST: FRANKLIN ST - GOUGH ST,RENAISSANCE / METAL,,,EDDY ST,FRANKLIN ST,2014/12/01 12:00:00 AM,,37.78279,-122.42274,f095f6f7-c5a7-4b25-85cb-84b8dc23893e,802,POINT (-122.42274 37.78279),Western Addition,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2912467,70 29TH ST,10512912467,1629000,29TH ST: TIFFANY AVE - SAN JOSE AVE,CEMENT / CONCRETE,,,29TH ST,TIFFANY AVE,1995/09/08 12:00:00 AM,,37.744322,-122.421298,2f02b0a9-0313-47b0-bf9f-80345e7be101,484,POINT (-122.421298 37.744322),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-634113,502 SACRAMENTO ST,1001634113,11224000,SACRAMENTO ST: SANSOME ST - LEIDESDORFF ST,BIG BELLY,,,SACRAMENTO ST,SANSOME ST,2000/11/06 12:00:00 AM,,37.794034,-122.401384,d462f966-899c-4c14-a07d-c107a5949a94,1080,POINT (-122.401384 37.794034),Chinatown,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1016872,65 GROVE ST,10011016872,6553000,GROVE ST: LARKIN ST - DR CARLTON B GOODLETT PL \ P,BIG BELLY,,,GROVE ST,LARKIN ST,2012/07/01 12:00:00 AM,,37.778601,-122.416914,c3de6dd4-03f5-409a-9f6e-5f0db2afb433,14,POINT (-122.416914 37.778601),Tenderloin,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-563296,333 MARKET ST,1001563296,8740101,MARKET ST: BEALE ST \ DAVIS ST \ PINE S - FREMONT ST \ FRONT ST,BIG BELLY,,,MARKET ST,BEALE ST \ DAVIS ST \ PINE ST,1999/08/01 12:00:00 AM,,37.791959,-122.397636,1b34dffa-5953-424c-ada3-f503a433f914,746,POINT (-122.397636 37.791959),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-621326,2502 MASON ST,1001621326,8839000,MASON ST: NORTH POINT ST - BEACH ST,RENAISSANCE / METAL,,,MASON ST,NORTH POINT ST,2000/01/01 12:00:00 AM,,37.806609,-122.413728,2dacd92b-59c6-42ac-8691-c285a943376f,1014,POINT (-122.413728 37.806609),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6946115,1707 MARKET ST,10516946115,8758101,MARKET ST: GOUGH ST \ HAIGHT ST - VALENCIA ST,RENAISSANCE / METAL,,,MARKET ST,GOUGH ST \ HAIGHT ST,2025/04/16 12:00:00 AM,,37.772044,-122.422342,fef8b473-7164-4f55-8885-5225a0c2d133,1298,POINT (-122.422342 37.772044),Mission,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1042548,2202 GREENWICH ST,10011042548,6519000,GREENWICH ST: FILLMORE ST - STEINER ST,RENAISSANCE / METAL,,,GREENWICH ST,FILLMORE ST,2013/05/01 12:00:00 AM,,37.798996,-122.435958,f7309cbe-184d-41b5-a00e-3ddcea94219a,61,POINT (-122.435958 37.798996),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1213289,730 MARKET ST,10011213289,8745201,MARKET ST: 03RD ST \ KEARNY ST - GRANT AVE \ OFARRELL ST,RENAISSANCE / METAL,,,MARKET ST,03RD ST \ KEARNY ST,2019/05/15 12:00:00 AM,,37.787402,-122.404344,9241e133-63e8-467e-9f32-2ceb66966da5,190,POINT (-122.404344 37.787402),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6822225,1600 SUNSET BLVD,10516822225,12278201,SUNSET BLVD: LAWTON ST - MORAGA ST,CEMENT / CONCRETE,,,SUNSET BLVD,LAWTON ST,2024/03/29 12:00:00 AM,,37.757113,-122.49558,b65f74a5-934b-4f1a-9dcd-3f129f452601,1268,POINT (-122.49558 37.757113),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1307909,1001 CLAY ST,10011307909,4095000,CLAY ST: POWELL ST - CODMAN PL,CEMENT / CONCRETE,,,CLAY ST,POWELL ST,2022/03/09 12:00:00 AM,,37.793723,-122.409766,a1bb0e1d-bd8d-41b7-a989-3c28eec20dda,289,POINT (-122.409766 37.793723),Nob Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1228253,171 02ND ST,10011228253,134000,02ND ST: NATOMA ST - HOWARD ST,BIG BELLY,,,02ND ST,NATOMA ST,2019/11/29 12:00:00 AM,,37.787215,-122.398571,c26185e8-9ba6-40b1-9e7a-9d748e401597,206,POINT (-122.398571 37.787215),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-588376,3623 FILLMORE ST,1001588376,5569101,FILLMORE ST: BAY ST \ CERVANTES BLVD - NORTH POINT ST,CEMENT / CONCRETE,,,FILLMORE ST,BAY ST \ CERVANTES BLVD,1999/08/01 12:00:00 AM,,37.803206,-122.436972,313dc6ff-84bc-4f42-8d27-8a5d3ca8fd17,891,POINT (-122.436972 37.803206),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1293166,280 SPEAR ST,10011293166,12046000,SPEAR ST: HOWARD ST - FOLSOM ST,RENAISSANCE / METAL,,,SPEAR ST,HOWARD ST,2021/08/09 12:00:00 AM,,37.790072,-122.391841,b2da5eba-f967-4c66-8cfd-a8b424a2f133,280,POINT (-122.391841 37.790072),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6107494,1601 BALBOA ST,10516107494,2662000,BALBOA ST: 17TH AVE - 18TH AVE,RENAISSANCE / METAL,,,BALBOA ST,17TH AVE,2018/04/16 12:00:00 AM,,37.776541,-122.476159,162d6d8b-1e11-4719-b62d-7d1fd57457b7,977,POINT (-122.476159 37.776541),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-638775,1701 WASHINGTON ST,1001638775,13432000,WASHINGTON ST: POLK ST - VAN NESS AVE,BIG BELLY,,,WASHINGTON ST,POLK ST,2000/12/01 12:00:00 AM,,37.793197,-122.421268,36e85a77-8cec-4066-943f-06de8f74a516,1127,POINT (-122.421268 37.793197),Russian Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1332501,2900 VAN NESS AVE,10011332501,13171201,VAN NESS AVE: CHESTNUT ST - FRANCISCO ST,RENAISSANCE / METAL,,,VAN NESS AVE,CHESTNUT ST,2023/02/24 12:00:00 AM,,37.80245,-122.424433,2a19d9a5-7919-4ea8-b23b-a22c03106579,329,POINT (-122.424433 37.80245),Russian Hill,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1018381,2691 TAYLOR ST,10011018381,12464000,TAYLOR ST: NORTH POINT ST - BEACH ST,CEMENT / CONCRETE,,,TAYLOR ST,NORTH POINT ST,2012/08/09 12:00:00 AM,,37.807012,-122.415705,03c6cc84-e15b-4f64-82b9-015f6708c3c3,19,POINT (-122.415705 37.807012),North Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2955268,2200 MARKET ST,10512955268,8766201,MARKET ST: SANCHEZ ST - 16TH ST \ NOE ST,RENAISSANCE / METAL,,,MARKET ST,SANCHEZ ST,1996/02/08 12:00:00 AM,,37.765744,-122.431484,702aac6f-f7f5-4388-8d08-8823a112c41e,492,POINT (-122.431484 37.765744),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4878591,501 IRVING ST,10514878591,7283000,IRVING ST: 06TH AVE - 07TH AVE,RENAISSANCE / METAL,,,IRVING ST,06TH AVE,2008/10/28 12:00:00 AM,,37.764122,-122.46313,84efa972-1cb8-4454-a6e0-267df0c701fc,640,POINT (-122.46313 37.764122),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6507081,1149 22ND ST,10516507081,1163000,22ND ST: IOWA ST - PENNSYLVANIA AVE,RENAISSANCE / METAL,,,22ND ST,IOWA ST,2021/08/30 12:00:00 AM,,37.757626,-122.392613,7d5f9361-365f-4683-b6b7-61e759952fd3,1163,POINT (-122.392613 37.757626),Potrero Hill,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2910859,2000 DIVISADERO ST,10512910859,4817201,DIVISADERO ST: CALIFORNIA ST - SACRAMENTO ST,RENAISSANCE / METAL,,,DIVISADERO ST,CALIFORNIA ST,1995/09/22 12:00:00 AM,,37.788082,-122.44038,5d8c6f45-d5e8-4e5d-9735-3a289d2ed0b6,482,POINT (-122.44038 37.788082),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6911812,3960 IRVING ST,10516911812,7318000,IRVING ST: 40TH AVE - 41ST AVE,RENAISSANCE / METAL,,,IRVING ST,40TH AVE,2024/12/13 12:00:00 AM,,37.762685,-122.500495,4b0087b9-aa5c-47ff-a820-fccce480b2e3,1284,POINT (-122.500495 37.762685),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4585824,245 GUERRERO ST,10514585824,6576103,GUERRERO ST: ROSA PARKS LN - 15TH ST,RENAISSANCE / METAL,,,,ROSA PARKS LN,2006/09/01 12:00:00 AM,,37.767097,-122.423209,8e2f17e7-32cb-4050-b644-3b0b9d3c1d51,623,POINT (-122.423209 37.767097),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1054360,2099 MARKET ST,10511054360,8763101,MARKET ST: 14TH ST - CHURCH ST,RENAISSANCE / METAL,,,MARKET ST,14TH ST,1988/01/01 12:00:00 AM,,37.76736,-122.428569,e945c0ea-dc89-494c-b4cf-3c4a12ad415d,87,POINT (-122.428569 37.76736),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6416986,1285 HAYES ST,10516416986,6824000,HAYES ST: SCOTT ST - DIVISADERO ST,BIG BELLY,,,HAYES ST,SCOTT ST,2021/01/14 12:00:00 AM,,37.774973,-122.437513,3f38abc9-ec70-44bb-b802-c1099cc79403,1137,POINT (-122.437513 37.774973),Hayes Valley,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5500566,2208 MISSION ST,10515500566,9120000,MISSION ST: 18TH ST - 19TH ST,RENAISSANCE / METAL,,,MISSION ST,18TH ST,2013/05/15 12:00:00 AM,,37.76162,-122.419537,d8c5c2b0-3a75-4d3d-8d5f-502619290fa4,720,POINT (-122.419537 37.76162),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2149011,2726 BRYANT ST,10512149011,3315000,BRYANT ST: 25TH ST - 26TH ST,RENAISSANCE / METAL,,,BRYANT ST,25TH ST,1990/11/01 12:00:00 AM,,37.750747,-122.409098,f13f46a5-bbf4-4913-ad22-49c24a6104e7,432,POINT (-122.409098 37.750747),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1127760,1998 SUTTER ST,10011127760,12338000,SUTTER ST: COTTAGE ROW - FILLMORE ST,RENAISSANCE / METAL,,,SUTTER ST,COTTAGE ROW,2016/03/04 12:00:00 AM,,37.786144,-122.43325,83c23b85-d896-465e-9fc5-3bc0c4f6836d,146,POINT (-122.43325 37.786144),Pacific Heights,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1262310,899 BRYANT ST,10011262310,3292000,BRYANT ST: JEFF ADACHI WAY - 07TH ST,BIG BELLY,,,BRYANT ST,JEFF ADACHI WAY,2020/09/14 12:00:00 AM,,37.774265,-122.404696,1a55c35f-4aaa-48a7-84d3-241567e265c4,238,POINT (-122.404696 37.774265),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5251673,2345 BALBOA ST,10515251673,2669000,BALBOA ST: 24TH AVE - 25TH AVE,RENAISSANCE / METAL,,,BALBOA ST,24TH AVE,2011/05/27 12:00:00 AM,,37.77619,-122.483859,11afbc75-7dfd-4a38-9a26-e754fb0eff4b,673,POINT (-122.483859 37.77619),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1308170,1001 VAN NESS AVE,10011308170,13152101,VAN NESS AVE: OFARRELL ST - MYRTLE ST,RENAISSANCE / METAL,,,VAN NESS AVE,OFARRELL ST,2022/03/08 12:00:00 AM,,37.784986,-122.421478,9150e6c8-ff1e-4465-bcd4-d5b756c68a52,299,POINT (-122.421478 37.784986),Western Addition,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101984,1839 GEARY BLVD,10516101984,6041103,GEARY BLVD: FILLMORE ST - STEINER ST,RENAISSANCE / METAL,,,GEARY BLVD,FILLMORE ST,2018/04/06 12:00:00 AM,,37.784026,-122.433461,2bb0bb53-2b44-476e-a43a-93bc678017c4,974,POINT (-122.433461 37.784026),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3403771,395 MONTEREY BLVD,10513403771,9275101,MONTEREY BLVD: CONGO ST - DETROIT ST,RENAISSANCE / METAL,,,MONTEREY BLVD,CONGO ST,1999/03/01 12:00:00 AM,,37.731464,-122.444143,de16473b-513b-4c38-9f90-528ee74c306e,551,POINT (-122.444143 37.731464),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6263511,2301 SUNSET BLVD,10516263511,12285101,SUNSET BLVD: SANTIAGO ST - TARAVAL ST,CEMENT / CONCRETE,,,SUNSET BLVD,SANTIAGO ST,2019/09/04 12:00:00 AM,,37.744071,-122.494478,314620dc-524f-444f-9011-3fa02d3cfb1c,1029,POINT (-122.494478 37.744071),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-567545,130 KEARNY ST,1001567545,7749000,KEARNY ST: POST ST - VER MEHR PL,RENAISSANCE / METAL,,,KEARNY ST,POST ST,1999/08/01 12:00:00 AM,,37.789286,-122.403458,96c3f5ca-d07e-42e6-bb13-40b4b670e1bb,768,POINT (-122.403458 37.789286),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5972914,2600 MISSION ST,10515972914,9124000,MISSION ST: 22ND ST - 23RD ST,RENAISSANCE / METAL,,,MISSION ST,22ND ST,2017/02/28 12:00:00 AM,,37.755278,-122.41893,37cc6560-c9f8-457a-b372-fa4a2262bb09,907,POINT (-122.41893 37.755278),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2333342,999 VALENCIA ST,10512333342,13068000,VALENCIA ST: LIBERTY ST - 21ST ST,RENAISSANCE / METAL,,,VALENCIA ST,LIBERTY ST,1992/07/24 12:00:00 AM,,37.757071,-122.420916,5d6cc1fd-7e2b-491f-b803-58333a701b89,439,POINT (-122.420916 37.757071),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1343391,200 HARRISON ST,10011343391,6709000,HARRISON ST: MAIN ST - BEALE ST,RENAISSANCE / METAL,,,HARRISON ST,MAIN ST,2023/08/21 12:00:00 AM,,37.788143,-122.390382,0e669682-35d4-4199-94f1-a71704eea2ba,346,POINT (-122.390382 37.788143),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
