id_1,id_2,time_diff_min,battery_diff,wave_period_diff,wave_height_diff,turbidity_diff,water_temp_diff,same_beach,rule_based_flag,is_duplicate
1951,1952,45,10,9.39,1.43,32.68,1.01,1,0,0
5351,5352,25,50,5.26,3.14,70.5,6.61,1,0,0
2480,2481,34,56,3.31,1.34,19.47,0.89,1,0,0
10763,10764,15,33,4.13,1.75,15.78,7.76,1,0,0
23045,23046,58,58,11.55,4.19,56.85,0.57,1,0,0
22893,22895,60,12,9.34,1.77,0.65,8.3,1,0,0
10591,10593,25,14,11.78,3.64,11.31,6.77,1,0,0
24600,24601,14,35,4.92,3.29,44.98,6.37,1,0,0
21530,21531,48,59,0.52,2.35,15.9,7.13,1,0,0
15784,15785,51,13,7.78,2.33,96.92,0.44,1,0,0
30241,30242,60,44,10.75,1.45,7.47,3.8,1,0,1
24095,24096,40,42,5.98,3.53,8.97,2.25,1,0,1
1527,1528,13,68,10.07,1.3,27.49,8.33,1,0,0
16543,16544,37,79,2.76,1.05,26.63,3.09,1,0,0
21911,21912,28,20,7.33,0.69,46.86,3.4,1,0,0
8642,8643,5,72,7.29,2.75,20.27,4.33,1,1,0
16258,16259,10,10,10.08,1.88,68.71,4.61,1,0,0
19858,19859,32,5,9.01,2.67,53.57,6.65,1,0,0
3337,3338,51,65,3.76,2.1,66.31,5.55,1,0,0
32806,32807,48,69,6.46,4.59,9.08,5.1,1,0,0
8459,8460,36,12,0.92,3.08,25.64,4.71,1,0,0
15997,15998,33,6,12.59,4.65,16.01,3.04,1,0,0
21534,21535,37,33,0.66,2.7,70.32,3.82,1,0,0
28930,28931,25,30,1.63,3.5,13.84,1.13,1,0,1
1139,1140,27,51,12.36,1.53,37.27,0.23,1,0,0
15749,15750,7,59,12.45,0.96,16.81,2.05,1,0,0
5989,5990,5,23,10.72,1.95,7.35,1.48,1,1,1
21239,21240,34,68,3.79,1.41,6.46,4.33,1,0,1
19356,19357,53,56,3.44,0.88,12.54,4.25,1,0,1
12695,12696,36,17,2.02,3.14,74.18,0.99,1,0,0
33627,33628,39,50,7.76,4.15,43.12,0.87,1,0,0
9386,9387,20,1,1.92,2.28,15.91,2.19,1,0,0
14660,14661,20,98,6.61,0.47,16.1,0.95,1,0,0
15302,15303,59,63,1.57,3.19,13.64,0.38,1,0,1
723,724,58,31,9.74,3.09,70.12,8.53,1,0,0
32123,32124,22,60,2.53,3.39,86.03,0.94,1,0,0
26544,26546,52,11,5.97,1.55,19.89,3.07,1,0,0
30375,30376,23,18,6.79,0.56,11.44,5.82,1,0,0
17811,17812,55,94,5.79,2.26,2.29,1.23,1,0,1
31477,31478,57,9,3.15,1.35,5.27,6.8,1,0,0
27946,27947,8,36,1.77,0.66,32.35,7.37,1,0,0
12777,12778,46,41,0.3,3.49,15.39,1.62,1,0,0
15890,15892,53,5,2.28,0.83,14.8,2.76,1,0,1
13493,13494,29,26,2.35,0.41,13.3,7.2,1,0,0
32039,32040,22,40,6.61,1.1,64.42,7.58,1,0,0
22961,22962,7,1,9.54,3.09,33.23,5.73,1,0,0
29326,29327,57,44,3.78,1.35,63.28,7.75,1,0,0
16765,16767,48,15,1.78,2.43,59.05,4.29,1,0,0
28515,28516,9,78,0.72,1.38,47.03,0.75,1,0,0
13472,13473,16,19,13.18,0.26,16.17,5.27,1,0,0
31804,31805,33,71,9.44,3.06,20.61,2.44,1,0,0
31814,31815,50,13,3.93,1.26,26.56,1.4,1,0,0
18895,18896,15,57,4.22,2.43,17.3,4.99,1,0,0
18250,18251,45,90,6.92,2.27,52.9,0.68,1,0,0
9365,9366,28,45,4.29,0.84,75.78,1.81,1,0,0
5335,5336,34,66,3.01,0.19,39.47,5.8,1,0,0
18192,18193,44,6,3.56,1.96,24.26,0.04,1,0,0
2865,2866,58,28,0.19,3.22,6.86,7.26,1,0,0
32094,32095,56,37,8.4,2.27,20.65,1.5,1,0,0
7425,7426,23,20,2.98,0.76,34.29,0.82,1,0,0
24055,24056,57,8,0.65,2.27,76.89,1.45,1,0,0
16225,16226,49,3,5.91,1.1,53.67,1.66,1,0,0
964,965,56,44,0.53,0.11,57.58,6.79,1,0,0
30785,30786,40,3,2.61,2.81,21.07,9.71,1,0,0
13228,13229,38,8,10.17,0.89,7.46,3.18,1,0,1
27817,27819,46,16,12.1,0.25,60.99,2.38,1,0,0
101,102,44,46,0.7,2.62,32.69,8.21,1,0,0
29290,29291,18,38,7.55,3.05,35.25,3.79,1,0,0
25870,25871,38,24,4.82,0.64,52.78,1.86,1,0,0
25710,25711,43,1,5.79,1.62,25.31,3.91,1,0,0
34086,34087,33,4,7.58,2.8,41.38,2.79,1,0,0
10482,10483,37,0,6.5,0.48,14.96,3.55,1,0,1
27787,27788,24,8,10.59,4.56,30.93,1.87,1,0,0
20020,20022,49,12,5.94,0.55,27.54,2.94,1,0,0
8396,8397,20,17,5.43,0.37,11.26,2.87,1,0,1
18489,18490,47,34,7.87,2.89,32.91,0,1,0,0
21220,21221,44,51,1.45,3.04,2.89,3.01,1,0,1
21660,21661,23,13,3.34,2.37,0.76,6.9,1,0,0
4360,4361,52,45,2.97,0.17,54.12,6.72,1,0,0
34561,34562,48,6,3.72,0.92,29.28,2.19,1,0,0
26609,26610,26,26,13.43,0.38,19.54,1.23,1,0,0
20019,20021,22,18,12.33,0.27,29.13,0.15,1,0,0
18294,18295,32,12,3.11,2.01,1.71,1.59,1,0,1
2096,2097,52,26,6.18,0.48,68.94,6.67,1,0,0
32561,32562,6,62,9.55,0.49,41.96,3.24,1,0,0
15149,15150,51,53,4.93,1.07,39.16,1.48,1,0,0
10207,10208,12,57,4.85,1.18,57.17,0.24,1,0,0
9698,9699,57,25,10.64,1.36,20.69,3.8,1,0,0
15589,15590,40,2,1.82,0.33,32.72,6.65,1,0,0
6020,6021,53,3,2.09,0.55,37.49,1.59,1,0,0
22438,22439,18,30,0.48,3.06,26.06,6.62,1,0,0
6230,6231,45,21,0.02,1.75,18.05,0.07,1,0,0
10648,10650,40,45,2.4,1.34,40.88,6.96,1,0,0
11391,11392,58,24,1.24,1.13,9.41,3.45,1,0,1
11954,11955,22,22,8.18,3.35,10.39,5.33,1,0,0
23983,23984,43,31,6.54,2.44,19.89,2.96,1,0,0
3819,3820,52,30,3.43,0.35,30.92,1.9,1,0,0
4366,4367,48,21,8.97,0.89,69.26,3.2,1,0,0
20170,20171,23,19,5,0.86,11.24,2.02,1,0,1
17664,17665,22,58,1.27,1.39,8.13,3.64,1,0,1
1961,1962,15,66,3.76,3.12,56.34,3.84,1,0,0
15081,15083,54,62,6.88,2.49,65.23,0.52,1,0,0
6853,6854,34,9,3.53,4.24,12.17,4.68,1,0,1
22317,22318,25,86,1.57,0.77,69.11,0.39,1,0,0
15737,15738,53,81,5.42,1.58,11.06,5.34,1,0,0
25329,25330,30,28,2.66,0.96,56.69,0.85,1,0,0
23942,23943,52,5,5.2,0.37,79.26,3.78,1,0,0
13303,13304,11,51,6.4,1.04,28.45,4.24,1,0,0
29830,29831,56,64,5.56,0.05,16.07,5.75,1,0,0
33363,33364,9,73,6.49,0.99,65.98,0.77,1,0,0
4646,4647,33,2,8.56,3.8,4.88,3.43,1,0,1
9379,9380,39,26,4.23,4.28,54.67,8.07,1,0,0
17041,17042,18,5,5.68,0.81,8.07,4.01,1,0,1
2110,2111,5,65,0.53,1.6,17.1,0.44,1,1,0
14386,14387,42,89,3.17,0.29,10.05,2.14,1,0,1
14321,14323,47,3,3.14,1.65,47.49,5.27,1,0,0
26977,26978,51,26,7.71,1.76,11.82,2.92,1,0,1
27613,27614,28,7,0.64,1.4,1.9,3.84,1,0,1
4346,4347,37,16,1.12,1.12,9.51,0.39,1,0,1
12494,12495,53,4,7.89,1.01,15.31,7.48,1,0,0
34381,34382,46,75,8.37,0.57,47.64,4.95,1,0,0
8613,8614,53,4,3.36,4.65,4.96,4.3,1,0,1
33151,33152,28,28,3.97,0.4,50.56,0.05,1,0,0
31631,31632,14,1,3.39,1.77,2.99,5.27,1,0,0
24698,24699,48,64,5.03,0.66,47.96,7.57,1,0,0
7443,7444,5,43,8.97,3.33,26.86,3.77,1,1,0
15174,15176,32,48,7.57,3.01,68.14,6.17,1,0,0
9534,9535,32,24,3.19,0.59,28.57,6.64,1,0,0
21884,21885,46,9,0.07,0.49,81.21,1.79,1,0,0
30266,30267,56,11,1.04,0.99,58.48,3.87,1,0,0
19458,19459,9,25,1.39,0.21,21.78,2.36,1,0,0
6385,6386,54,16,1.77,1.73,54.61,8.49,1,0,0
12180,12181,12,59,3.73,3.35,2.71,8.55,1,0,0
14371,14372,49,40,4.58,1.8,64.57,3.32,1,0,0
34254,34255,20,4,10.43,0.21,35.91,1.71,1,0,0
27422,27423,45,35,0.08,3.04,23.13,0.41,1,0,0
19617,19618,14,86,0.35,1.11,55.72,4.33,1,0,0
31803,31804,56,20,9.19,0.3,87.85,1.29,1,0,0
26331,26332,29,91,7.85,3.88,47.15,1.39,1,0,0
15227,15228,9,43,0.48,4.7,2.61,5.07,1,0,0
7397,7399,54,1,8.06,0.69,23.59,4.36,1,0,0
21409,21410,13,69,8.08,3.32,1.08,0.24,1,0,1
33481,33482,50,12,1.75,2.17,5.37,0.2,1,0,1
14191,14193,42,20,1.89,2.42,5.89,4.12,1,0,1
25782,25784,52,22,4.96,1.42,2.03,4.34,1,0,1
13148,13149,53,34,1.98,0.37,10.12,7.21,1,0,0
23335,23336,36,30,4.86,2.45,52.9,8.62,1,0,0
34397,34398,40,42,4.61,4.07,20.98,6,1,0,0
5693,5694,34,15,5.27,2.01,6.77,6.63,1,0,0
10255,10256,16,41,1.59,1.19,9.14,3.79,1,0,1
1588,1590,53,3,12.61,1.51,45.27,7.02,1,0,0
21473,21474,13,48,10.84,3.02,61.45,2.9,1,0,0
27256,27257,27,3,2.75,1.18,12.04,6.75,1,0,0
16056,16057,34,44,0.92,2.12,41.49,2.67,1,0,0
9299,9300,44,18,11.06,0,73.25,3.1,1,0,0
23252,23255,34,54,8.45,0.43,10.99,1.21,1,0,1
12853,12854,49,16,11.38,1.36,17.47,2.43,1,0,0
29342,29343,58,18,2.21,0.05,52.47,5.02,1,0,0
9409,9410,15,44,0.41,3.41,16.05,2.37,1,0,0
1207,1208,58,74,3.8,2.82,54.2,2.52,1,0,0
2667,2668,38,5,2.92,0.24,48.16,0.33,1,0,0
34757,34758,38,66,6.81,0.64,0.01,1.66,1,0,1
26241,26242,41,34,2.45,0.89,31.02,1.46,1,0,0
25709,25710,32,64,2.83,0.5,8.42,1.33,1,0,1
32334,32335,46,31,8.35,0.58,44.11,6.6,1,0,0
8676,8677,49,75,6.69,0.7,7.61,2.13,1,0,1
11283,11284,53,37,1.41,1.52,90.38,9.17,1,0,0
4935,4936,40,17,0.44,2.14,11.07,7.11,1,0,0
24245,24246,31,18,9.23,0.86,1.2,8.59,1,0,0
31125,31126,34,63,1.81,2.41,6.49,5.93,1,0,0
1069,1070,40,50,7.53,0.05,6.77,4.33,1,0,1
6567,6568,28,27,4.25,4.34,28.07,8.24,1,0,0
2554,2556,50,69,1.4,2.51,20.8,3.1,1,0,0
8226,8229,32,4,3.32,0.64,47.92,3.69,1,0,0
32825,32826,50,22,11.71,0.58,49.85,8.75,1,0,0
28868,28869,29,14,2.22,2.48,39.97,3.31,1,0,0
32145,32146,50,21,4.73,2.15,41.1,5.4,1,0,0
3473,3475,42,56,3.14,1.6,45,1.17,1,0,0
7222,7223,28,89,4.89,2.56,33.19,4.14,1,0,0
31958,31959,19,43,4.45,0.48,41.17,4.67,1,0,0
31174,31175,54,60,5.94,1.62,84.2,0.82,1,0,0
8857,8858,20,53,0.41,0.3,16.15,4.79,1,0,0
26234,26235,48,9,5.15,3.43,3.76,5.15,1,0,0
16480,16481,29,87,8.17,0.77,15.29,1.27,1,0,0
3757,3758,10,22,3.63,2.68,58.99,1.26,1,0,0
10529,10530,41,19,3.54,0.66,80.58,8.02,1,0,0
19159,19160,20,2,5.88,0.4,36.28,3.76,1,0,0
4600,4601,56,76,2.76,3.46,40.29,0.76,1,0,0
13455,13456,48,43,8.28,0.61,3.3,1.85,1,0,1
12311,12312,35,45,4.51,0.52,32.04,3.65,1,0,0
23486,23487,55,9,0.79,0.93,39.79,2.76,1,0,0
28306,28308,38,7,0.67,0.46,57.73,4.19,1,0,0
12496,12497,12,23,12.53,2.28,50.51,5.67,1,0,0
18907,18908,46,77,0.74,2.13,53.34,7.02,1,0,0
28579,28580,39,63,10.02,0.29,91.07,8.17,1,0,0
23974,23975,44,65,9.88,1.82,79.92,4.65,1,0,0
32915,32916,44,54,13.58,0.26,33.43,1.61,1,0,0
26261,26262,52,39,4.99,0.73,63.47,5.9,1,0,0
12904,12905,27,56,0.04,0.79,15.92,1.76,1,0,0
33338,33339,57,75,6,0.36,30.38,5.7,1,0,0
9729,9730,58,18,5.08,1.77,11.13,3.24,1,0,1
31568,31569,53,42,7.93,0.39,30.88,6.92,1,0,0
3960,3961,41,91,4.63,2.18,3.57,0.15,1,0,1
4826,4827,56,30,3.32,0.04,57.01,3.46,1,0,0
7528,7529,42,44,11.39,1.99,32.62,3.61,1,0,0
4607,4608,31,30,5.64,0.19,39.25,3.75,1,0,0
17235,17236,6,35,10.91,1.44,35.29,7.87,1,0,0
22011,22012,37,12,5.15,0.51,2.18,0.94,1,0,1
29802,29803,54,68,6.19,1.29,3.08,3.32,1,0,1
13732,13734,28,25,1.5,3.12,57.41,5.65,1,0,0
21550,21551,41,5,2.64,0.85,7.36,3.46,1,0,1
2634,2635,16,75,2.28,0.78,73.58,0.8,1,0,0
34753,34754,20,36,0.89,2.55,79.13,3.28,1,0,0
19980,19981,36,52,6.62,1.62,7.12,1.42,1,0,1
24710,24711,59,13,9.43,1.7,12.83,5.19,1,0,0
29695,29696,56,46,2.52,2,26.96,2.55,1,0,0
11486,11487,30,65,4.1,1.47,18.86,2.85,1,0,0
32408,32409,53,40,4.39,0.18,55.28,1.02,1,0,0
9977,9978,58,3,5.02,0.82,49,1.04,1,0,0
30222,30224,49,38,11.23,1.52,24.2,4.86,1,0,0
22413,22414,54,4,5.32,3.34,6.97,2.89,1,0,1
14864,14865,34,67,0.54,0.81,10.07,4.44,1,0,1
5446,5447,45,21,11.18,1.94,60.82,0.62,1,0,0
13562,13564,56,9,9.18,0.12,84.06,0.39,1,0,0
1126,1127,28,29,12.39,3.77,28.31,3.83,1,0,0
30449,30450,54,30,9.29,1.87,23.63,5.22,1,0,0
29096,29097,31,4,6.79,0.11,0.13,2.13,1,0,1
19819,19820,59,35,13.65,0.77,0.43,0.17,1,0,1
28529,28530,13,45,0.28,1.69,12.08,6.5,1,0,0
31832,31833,32,2,4.81,2.46,57.96,5.9,1,0,0
1849,1850,53,37,9.93,2.63,49.6,4.66,1,0,0
10848,10849,41,24,9.05,1.67,90.53,5.49,1,0,0
8751,8752,17,12,2.08,0.56,20.21,2.81,1,0,0
11554,11556,56,40,3.95,0.11,39.46,2.11,1,0,0
125,126,57,71,0.75,4.4,19.26,1.39,1,0,0
109,110,35,30,2.55,2.4,29.35,6.4,1,0,0
7823,7824,7,46,3.14,0.28,56.42,0.4,1,0,0
33410,33411,55,9,5.86,1.12,32.53,2.08,1,0,0
28485,28486,41,52,1.97,1.41,5.4,6.47,1,0,0
7023,7024,13,60,0.29,0.08,39.89,6.71,1,0,0
19924,19925,54,56,4.92,2.14,14.31,4.56,1,0,1
18080,18081,39,90,6.8,0.36,42.85,4.38,1,0,0
2825,2826,51,47,1.15,3.41,55.39,2.73,1,0,0
27750,27752,30,13,1.53,3.04,44.98,7.95,1,0,0
10734,10735,60,0,7.26,4.03,74.18,7.52,1,0,0
34438,34439,39,81,9.66,1.86,31.58,4.65,1,0,0
11309,11310,23,32,7.96,3.47,27.98,2.11,1,0,0
26837,26838,39,28,1.45,0.99,44.19,0.8,1,0,0
29178,29179,57,24,7.79,1,40.39,1.72,1,0,0
24358,24359,11,62,2.08,2.41,57.06,1.4,1,0,0
11971,11972,51,34,3.46,2.5,45.06,6.73,1,0,0
18259,18260,60,39,6.82,4.74,6.5,7.47,1,0,0
34521,34522,49,27,5.84,2.85,2.01,2.13,1,0,1
26741,26742,49,48,11.64,2.21,89.15,1.65,1,0,0
14347,14348,54,23,6.51,0.1,44.56,0.05,1,0,0
5276,5277,31,18,0.65,3.53,52.86,5.74,1,0,0
19968,19969,45,11,5.36,1.77,7.81,5.95,1,0,0
19542,19544,55,55,1.94,1.96,10.4,3.75,1,0,1
731,732,51,56,8.15,0.28,4.55,7.81,1,0,0
30156,30157,59,0,1.71,4.52,68.22,2.32,1,0,0
17171,17172,52,35,9.46,0.26,0.26,0.13,1,0,1
13471,13472,42,10,12.19,2.3,49.77,1.27,1,0,0
5077,5079,42,47,4.32,2.9,77.24,5.69,1,0,0
23039,23040,48,67,0.49,1.54,53.02,5.58,1,0,0
10517,10518,19,33,6.93,1.89,29.74,1.17,1,0,0
29919,29920,28,12,7.22,1.98,2.39,2.16,1,0,1
18466,18467,6,45,11.71,0.78,33.28,1.95,1,0,0
7056,7057,53,13,1.27,2.29,3.04,0.13,1,0,1
20557,20558,50,13,1.7,2.2,31.44,3.16,1,0,0
26212,26213,29,3,1.26,1.26,56.51,3.09,1,0,0
19019,19020,45,19,10.71,3.28,59.9,9.29,1,0,0
25543,25544,40,80,11.57,3.13,31.86,5.92,1,0,0
26151,26152,16,15,5.14,1.55,33.49,2.55,1,0,0
15301,15302,32,17,8.85,1.47,1.16,3.62,1,0,1
20184,20185,16,8,6.37,3.16,13.42,1.37,1,0,1
17528,17529,22,13,3.87,0.21,75.8,7.66,1,0,0
3900,3903,54,25,7.72,2.02,47.92,1.72,1,0,0
1389,1390,43,4,4.83,0.51,52.96,6,1,0,0
30646,30647,19,7,3.83,0.51,17.85,0.84,1,0,0
5420,5421,6,47,2.41,3.54,17.31,6.2,1,0,0
3746,3747,57,10,2.45,3.55,8.93,2.41,1,0,1
7468,7469,35,56,0.64,0.31,72.76,1.64,1,0,0
883,884,25,10,7.58,2.3,14.68,3.92,1,0,1
550,551,59,40,7.31,2.79,3.21,5.22,1,0,0
12603,12604,53,33,4.99,0.8,49.21,2.53,1,0,0
15452,15453,8,9,1.76,2.3,67.74,0.62,1,0,0
27838,27839,40,19,2.31,0.08,13.63,4.03,1,0,1
10278,10279,6,42,6.23,0.4,59.75,1.41,1,0,0
5487,5488,49,2,3.39,0.91,50.62,8.92,1,0,0
27598,27599,51,16,2.89,0.44,49.63,1.85,1,0,0
21765,21766,37,15,3.3,3.09,22.98,2.32,1,0,0
5019,5020,54,74,4.65,0.08,68.32,2.94,1,0,0
5687,5688,18,1,6.37,2.93,7.15,3.09,1,0,1
2644,2645,18,49,7.89,1.07,39.61,3.03,1,0,0
32707,32708,21,16,2.67,1.26,45.37,8.12,1,0,0
28030,28031,40,12,1.37,3.52,15.5,4.43,1,0,0
2874,2875,5,5,3.8,0.18,27.06,2.37,1,1,0
22757,22758,36,76,4.64,0.23,80.62,1.46,1,0,0
33897,33898,44,30,2.95,2.11,4.54,5.95,1,0,0
23259,23260,37,21,11.62,3.37,9.23,2.35,1,0,1
4957,4958,42,48,2.4,0.87,55.31,0.18,1,0,0
6762,6763,24,57,1.22,0.92,26.14,0.16,1,0,0
17408,17409,59,8,2.07,0.05,71.43,1.26,1,0,0
12684,12685,59,60,2.39,0.84,33.27,2.49,1,0,0
24591,24592,49,39,5.56,0.72,39.58,2.72,1,0,0
20288,20289,36,5,13.58,1.41,18.35,4.52,1,0,0
23861,23862,11,49,0.19,1.14,28.85,1.75,1,0,0
25432,25433,15,58,2.39,1.22,0.43,2.04,1,0,1
30463,30464,12,11,3.07,2.36,45.69,0.19,1,0,0
22701,22702,32,14,3.95,2.98,36.66,3.24,1,0,0
12211,12212,14,22,6.7,2.64,68.56,6.97,1,0,0
8641,8643,39,20,4.07,2.2,4.22,3.63,1,0,1
30526,30527,56,18,4.12,0.66,49.32,7.63,1,0,0
26883,26884,46,34,3.08,2.32,66.9,7.8,1,0,0
19780,19782,51,19,0.3,3.63,17.88,0.15,1,0,0
25317,25318,17,16,2.41,2.89,94.96,1.24,1,0,0
26634,26635,59,32,8.5,0.29,6.67,8.18,1,0,0
13842,13843,34,23,6.15,0.32,65.2,4.06,1,0,0
23384,23385,52,42,2.27,1.11,58.45,5.5,1,0,0
6973,6974,36,70,1.16,2.17,11.7,4.13,1,0,1
25947,25948,52,44,9.12,0.3,0.34,8.61,1,0,0
11922,11923,43,3,1.63,0.44,54.3,3.5,1,0,0
12909,12910,21,50,2.92,0.33,48.65,1.66,1,0,0
32382,32383,5,36,10.72,0.12,49.48,6.78,1,1,0
31478,31479,48,11,1.15,1.16,13.88,3.32,1,0,1
22918,22919,42,3,6.3,0.81,34.74,1.71,1,0,0
17313,17314,40,58,1.46,1.79,49.24,1.1,1,0,0
10023,10024,48,29,1.04,1.69,30.39,8.76,1,0,0
1786,1787,8,65,10.29,0.91,34.01,3.34,1,0,0
32108,32109,30,56,10.65,2.85,28.79,7.25,1,0,0
16942,16943,54,6,4.67,0.77,25,6.83,1,0,0
4558,4559,14,50,5.15,0.43,48.62,6.77,1,0,0
1609,1610,20,78,0.64,3.27,77.39,0.04,1,0,0
14204,14205,12,51,0.87,2.25,12.79,1.84,1,0,1
5974,5975,37,42,2.57,3.68,44.69,0.47,1,0,0
2387,2388,48,64,0.59,4.41,32.19,4.47,1,0,0
20993,20994,40,37,3.45,0.75,23.69,1.67,1,0,0
12893,12894,44,38,14.31,1.05,21.11,5.82,1,0,0
20356,20357,50,1,3.65,3.68,40.43,0.54,1,0,0
12241,12243,54,82,8.74,1.22,19.34,1.01,1,0,0
13955,13956,54,14,5.46,2.41,47.52,3.13,1,0,0
33390,33391,25,12,12.79,1.39,5.14,1.69,1,0,1
6867,6868,49,47,4.58,2.08,0.76,7.89,1,0,0
23674,23675,20,6,0.97,0.7,9.28,6.89,1,0,0
2271,2272,59,6,9.61,1.78,60.85,0.22,1,0,0
1599,1600,28,20,3.57,1.44,5.01,1.73,1,0,1
16790,16791,34,63,0.9,0.26,31.15,6.4,1,0,0
24139,24140,45,20,7.63,0.82,17.28,4.88,1,0,0
19292,19293,12,50,3.9,1.89,50.21,4.58,1,0,0
4929,4930,47,64,0.83,2.15,11.49,5.28,1,0,0
23645,23646,44,69,3.29,2.91,82.5,2.54,1,0,0
3901,3903,23,26,11.29,2.68,23.88,6.62,1,0,0
31931,31932,37,43,6.57,3.49,36.56,0.08,1,0,0
2083,2084,30,47,3.85,1.73,83.83,0.43,1,0,0
15605,15606,52,19,6.48,1.28,81.06,1.14,1,0,0
16765,16766,7,14,3.71,0,18.07,4.09,1,0,0
10918,10919,55,15,7.1,0.36,30.73,6.41,1,0,0
14219,14220,48,31,11.59,0.23,24.75,1.13,1,0,0
30818,30819,21,25,0.48,2.1,42.51,4.64,1,0,0
4653,4654,48,57,8.95,2.49,14.83,1.73,1,0,1
15028,15029,22,36,5.02,0.3,0.79,6.54,1,0,0
31281,31282,52,32,7.71,0.25,9.31,0.73,1,0,1
3863,3864,27,64,1.54,1.13,3.82,3.71,1,0,1
12151,12152,21,25,0.26,2.94,14.86,0.68,1,0,1
5990,5991,56,8,1.45,0.82,6.96,9,1,0,0
11555,11556,44,1,1.71,1.16,51.33,1.03,1,0,0
25992,25993,14,35,2.55,2.99,0.79,1.02,1,0,1
28306,28307,23,1,2.87,2.9,84.38,1.04,1,0,0
1608,1609,26,34,4.67,3.26,38.35,4.76,1,0,0
786,787,54,18,6.31,1.89,52.08,2.04,1,0,0
1608,1610,46,44,4.03,0.01,39.04,4.72,1,0,0
28679,28681,56,56,0.36,1.87,64.41,1.01,1,0,0
25913,25915,42,1,9.61,0.21,35.94,4.7,1,0,0
27532,27533,23,16,1.18,3.01,13.4,3.66,1,0,1
17863,17864,56,26,0.28,0.68,36.93,1.3,1,0,0
22239,22240,44,66,4.87,0.99,12.59,2.74,1,0,1
31280,31281,58,59,7.9,2.25,20.72,0.18,1,0,0
5665,5666,22,37,1.25,2.34,20.09,3.38,1,0,0
28513,28514,47,72,3.87,1.06,22.61,0.77,1,0,0
21775,21776,23,82,0.52,0.99,4.03,5.19,1,0,0
31225,31227,58,17,0.15,1.27,15.68,2.77,1,0,0
30222,30223,5,53,1.64,1.89,0.11,3.81,1,1,1
2507,2508,56,28,3.83,1.44,5.97,0.89,1,0,1
11632,11633,25,39,8.33,0.99,82.82,0.33,1,0,0
7766,7768,49,41,2.97,0.85,0.25,1.33,1,0,1
9200,9201,24,45,3.42,0.57,93.5,3.67,1,0,0
32597,32598,38,1,4.53,0.49,84.23,1.63,1,0,0
30644,30645,22,9,1.23,4.25,67.06,2.2,1,0,0
14691,14692,38,43,9.01,0.48,6.23,1.6,1,0,1
1020,1021,17,54,7.62,3.11,3.98,0.41,1,0,1
2346,2347,13,2,0.82,2.05,75.59,2.28,1,0,0
11489,11490,54,54,2.91,4.29,29.15,0.5,1,0,0
2486,2487,58,28,11.98,0.55,64.16,3.71,1,0,0
8022,8023,53,42,12.53,1.58,52.81,4.53,1,0,0
32642,32643,54,12,3.69,0.3,4.65,0.82,1,0,1
8377,8378,23,62,8.59,2.67,74.69,5.77,1,0,0
20484,20485,7,20,2.03,2.54,25.28,0.62,1,0,0
20181,20182,32,16,6.06,1.54,16.62,5.05,1,0,0
13857,13858,26,92,0.98,0.31,32.55,7.08,1,0,0
7003,7004,12,36,8.74,0.85,27.36,1.96,1,0,0
32143,32144,16,71,7.63,0.26,10.24,8.13,1,0,0
24440,24441,13,27,10.86,2.09,1.59,5.57,1,0,0
1267,1268,34,33,11.14,0.83,43.54,8.01,1,0,0
23435,23436,20,35,0.66,1.37,13.36,7.94,1,0,0
4141,4142,42,5,10.45,1.3,38.23,1.47,1,0,0
6125,6127,36,16,3.02,1.24,51.79,0.09,1,0,0
30046,30047,31,36,9.15,3.94,15.32,4.9,1,0,0
1894,1895,49,28,5.36,3.02,28.43,4.89,1,0,0
12398,12399,57,34,4,0.59,36.44,1.41,1,0,0
13196,13197,40,5,7.41,1.23,69.24,2.7,1,0,0
5266,5267,42,5,0.35,0.92,6.71,2.93,1,0,1
20243,20244,57,59,0.33,0.98,49.38,2.02,1,0,0
6070,6071,50,3,2.71,0.9,53.11,2.31,1,0,0
6245,6246,58,30,9.67,0.58,64.88,2.18,1,0,0
10989,10990,21,28,12.66,2.03,2.08,5.18,1,0,0
21214,21215,59,27,3.5,1.52,48.68,3.62,1,0,0
13868,13869,58,13,6.66,0.44,58.89,0.51,1,0,0
34241,34242,15,10,5,4.35,7.44,4.6,1,0,1
1255,1256,28,7,1.34,0.41,97.23,4.1,1,0,0
6332,6333,41,16,1.69,0.61,30.08,4.09,1,0,0
12607,12608,44,45,5.09,0.92,4.67,5.48,1,0,0
30737,30738,55,33,9.34,1.57,18.51,5.32,1,0,0
14066,14067,44,67,3.51,2.44,28.22,3.65,1,0,0
4001,4002,29,47,7.36,3.98,11.17,1.83,1,0,1
28265,28266,46,1,1.1,0.26,2.21,5.41,1,0,0
17469,17470,26,29,5.84,1.24,5.66,6.71,1,0,0
32065,32066,38,4,12.1,1.7,80.92,3.16,1,0,0
23362,23363,36,87,1.81,2.4,48.66,0.21,1,0,0
4689,4690,43,64,7.18,0.41,20.41,7.85,1,0,0
10793,10795,32,19,8.99,1.04,24.53,1.17,1,0,0
14340,14341,30,91,4.39,0.23,55.29,0.68,1,0,0
24125,24127,38,8,5.29,1.15,54.37,7.82,1,0,0
9279,9280,7,40,2.26,0.27,20.13,4.24,1,0,0
14292,14293,42,14,2.71,4.66,19.46,6.46,1,0,0
33226,33227,56,43,6.49,2.64,32.64,4.69,1,0,0
31463,31464,16,9,0.92,0.06,35.02,1.39,1,0,0
